Join_Count,TARGET_FID,TARGET_F_1,objectid,d,c,s,pname,PARISH_GG_,F_yes_sola,F_no_solar,f_installm,F_rent,f_free,f_fully,lantern,lighting_s,home_syste,MEAN_Repay,yes_traini,no_trainin,MEAN_insta,yes_intere,no_interes,fin_husb,Fin_wife,Fin_both,fin_childr,fin_others,decis_husb,decis_wife,decis_both,decis_chil,decis_othe,F150k_yes,F150k_no,supply_sho,voltage_fl,upnpred_in,large_appl,often_brea,unavail_ma,poor_light,no_challen,Rooms_aver,objectid_2,Widow_head,Cement_blo,burnt_bric,Unburnt_br,Mud_and_po,Owner_occu,Rent_priva,Rent_publi,Never_educ,Monogamous,Male_head,Female_hea,High_insta,Yes_LS_upf,No_LS_upfr,LS_prcing,LS_2instal,LS_3instal,LS_4instal,LS__5insta,HS_yes_upf,HS_No_upfr,HS_pricing,HS_2instal,HS_3iinsta,HS_4instal,HS_5instal,HS_6instal,MEAN_HH_si,Urban,Rural,F_flo_eart,F_flo_ramm,F_flo_ceme,MEAN_asset,MEAN_Incom,Detached,Mizigo,Interviewe,lighting,charging,Thatch,gid_1,objectid_1,Satisfied,neutral,unsatisfie
6,40,40,4703,MBARARA,MBARARA MUNICIPALITY,NYAKYOJO DIVISION,KICHWAMBA,49,60,40,0,0,0,100,0,100,0,0,50,50,0,100,0,16.6667,16.6667,50,16.6667,0,0,16.6667,50,16.6667,16.6667,100,0,0,0,0,0,0,0,0,0,4.13636,5016,5.69106,9.52381,19.0476,0,71.4286,100,0,0,11.3043,26.0163,81.8182,18.1818,100,60,40,0,50,50,50,50,0,100,0.8,0,14.2857,14.2857,28.5714,57.1429,5.877272728,9.52381,90.4762,66.6667,4.7619,28.5714,0.926581818,0.4,80.9524,14.2857,21,91.6667,33.3333,0,5245,5016,33.3333,41.6667,25
3,41,41,5380,MBARARA,KASHARI,BUKIRO,RUBINGO,50,65,35,0,0,15.3846,84.6154,0,100,0,0,83.3333,16.6667,0,100,0,38.4615,7.69231,23,15.3846,15.3846,23.0769,15.3846,30.7692,15.3846,15.3846,71.4286,28.5714,66.6667,0,0,0,33.3333,0,0,0,2.95,4116,4.08163,30,40,0,25,60,10,20,11.5789,28.5714,90,10,100,66.6667,33.3333,0,0,0,0,100,25,75,2,25,25,50,25,25,4.9,0,100,5,20,65,18.0809,0,75,25,20,100,91.6667,0,561,4116,45.4545,18.1818,36.3636
3,42,42,808,MBARARA,KASHARI,BUBAARE,MUGARUTSYA,52,60,40,25,0,0,75,0,50,50,2,44.4444,55.5556,2,100,0,66.6667,8.33333,25,0,0,33.3333,8.33333,58.3333,0,0,0,100,40,60,0,0,0,0,0,0,3.9,4970,5.45455,0,40,10,50,100,0,0,9.25926,27.2727,60,40,100,50,50,0,100,100,100,100,0,100,0.95,0,0,0,0,0,5.5,0,100,20,50,30,1.1313,0,100,0,10,100,100,0,7071,4970,80,0,20
6,43,43,3757,MBARARA,KASHARI,RUBAYA,RUBURARA,53,60,40,16.6667,0,0,66.6667,0,66.6667,33.3333,2,66.6667,33.3333,2,75,25,50,33.3333,0,0,16.6667,33.3333,33.3333,16.6667,16.6667,0,100,0,25,25,0,0,50,0,0,0,3.45,4760,6.66667,0,30,5,50,95,0,0,10.2041,31.4286,70,30,100,62.5,37.5,0.1075,50,100,50,100,25,75,0.6,25,25,25,25,25,5.3,0,100,40,15,40,9.65984505,0,95,0,20,100,83.3333,0,1240,4760,36.3636,45.4545,18.1818
4,36,36,4964,MBARARA,KASHARI,KASHARE,NYABISIRIRA,45,55,45,0,0,7.69231,92.3077,12.5,87.5,0,0,92.3077,7.69231,0,87.5,12.5,53.8462,7.69231,8,7.69231,23.0769,46.1538,15.3846,15.3846,7.69231,15.3846,60,40,57.1429,28.5714,0,0,14.2857,0,0,0,4.05,4157,6.38298,5,30,0,65,90,0,5,9.41177,30.8511,75,25,100,71.4286,28.5714,0.166667,50,50,75,75,40,60,1.375,0,0,40,60,60,4.7,0,100,26.3158,15.7895,42.1053,6.32325,0,80,10,20,100,75,0,591,4157,66.6667,16.6667,16.6667
5,37,37,4968,MBARARA,RWAMPARA,MWIZI,RUKARABO,46,60,40,16.6667,0,0,83.3333,0,100,0,2,100,0,2,50,50,66.6667,0,33,0,0,16.6667,0,83.3333,0,0,100,0,0,0,0,0,66.6667,0,0,0,4.13636,5016,5.69106,9.52381,19.0476,0,71.4286,100,0,0,11.3043,26.0163,81.8182,18.1818,100,60,40,0,50,50,50,50,0,100,0.8,0,14.2857,14.2857,28.5714,57.1429,5.877272728,9.52381,90.4762,66.6667,4.7619,28.5714,0.926581818,0.4,80.9524,14.2857,21,91.6667,33.3333,0,5245,5016,33.3333,41.6667,25
4,38,38,5042,MBARARA,RWAMPARA,BUGAMBA,KABARAMA,47,60,40,16.6667,0,8.33333,75,0,85.7143,14.2857,7,58.3333,41.6667,7,77.7778,11.1111,41.6667,0,50,0,8.33333,33.3333,0,58.3333,0,8.33333,80,20,28.5714,0,0,42.8571,0,28.5714,0,0,2.6,5365,5.26316,0,0,0,100,90,0,0,10.9091,26.3158,66.6667,33.3333,100,0,100,0.25,0,0,33.3333,33.3333,0,0,0.8,0,0,0,0,0,5.7,0,100,80,0,20,0.858,10,100,0,10,83.3333,66.6667,0,1825,5365,100,0,0
5,39,39,5099,MBARARA,KASHARI,KAGONGI,NTUURA,48,70,30,33.3333,0,0,66.6667,0,100,0,11,66.6667,33.3333,11,50,50,60,40,0,0,0,20,40,20,0,0,100,0,33.3333,0,0,33.3333,33.3333,0,0,0,2.7,4063,2.63158,0,10,0,90,90,0,0,20,36.8421,100,0,100,0,100,0.2,0,0,0,66.6667,0,100,0.7,0,0,0,0,0,4.5,0,100,60,40,0,0.2355,11,50,0,10,100,100,0,523,4063,33.3333,33.3333,33.3333
4,32,32,4421,MBARARA,RWAMPARA,NDAIJA,BUJAGA,41,50,50,22.2222,0,0,77.7778,0,66.6667,33.3333,2,66.6667,33.3333,2,75,25,66.6667,22.2222,0,0,11.1111,33.3333,0,44.4444,11.1111,11.1111,100,0,83.3333,0,0,0,16.6667,0,0,0,3.27273,4184,3.63636,9.09091,9.09091,0,63.6364,100,0,0,10.2041,34.5455,81.8182,18.1818,100,50,50,0.1125,0,0,0,0,0,100,0,0,0,0,0,0,5,0,100,45.4545,27.2727,27.2727,0.592545455,0,100,0,11,100,85.7143,0,614,4184,71.4286,14.2857,14.2857
6,33,33,4386,MBARARA,MBARARA MUNICIPALITY,NYAKYOJO DIVISION,NYARUBUNGO II,42,73.3333,26.6667,0,0,0,100,25,50,25,0,81.8182,18.1818,0,75,0,60,10,10,20,0,60,10,10,20,0,75,25,0,0,0,0,100,0,0,0,3.35,3660,4.05405,0,60,0,30,100,0,0,3.06122,39.1892,85,15,100,33.3333,66.6667,0.225,40,40,60,60,0,100,0.3,0,0,0,0,0,5.15,0,100,35,40,20,2.87755,8.432,50,0,20,91.6667,100,0,144,3660,41.6667,41.6667,16.6667
5,34,34,4440,MBARARA,MBARARA MUNICIPALITY,NYAKYOJO DIVISION,RWAKISHAKIIZI,43,66.6667,33.3333,22.2222,0,0,77.7778,0,66.6667,33.3333,17,77.7778,22.2222,4,75,25,66.6667,11.1111,22,0,0,66.6667,0,33.3333,0,0,0,100,0,0,0,33.3333,33.3333,0,0,33.3333,4.3,4945,6.77966,40,10,0,50,100,0,0,4.54545,27.1186,70,30,0,25,75,3.5,50,50,50,75,0,100,0.3,0,0,0,0,0,6.8,0,100,50,0,40,6.0121713,0,80,0,10,100,83.3333,10,1470,4945,50,16.6667,33.3333
5,35,35,4444,MBARARA,KASHARI,RUBINDI,KARWENSANGA,44,55.5556,44.4444,0,0,0,100,0,100,0,0,60,40,0,25,75,60,20,0,20,0,0,20,60,20,0,100,0,25,0,50,0,25,0,0,0,3.25,5133,4.13223,0,15.7895,0,78.9474,100,0,0,5.26316,24.7934,75,25,100,75,25,0,50,50,100,100,0,100,0.7,0,0,0,0,0,6.05,5,95,26.3158,26.3158,47.3684,0.85065,0.525,100,0,20,100,92.8571,0,1623,5133,42.8571,28.5714,28.5714
5,60,60,4696,MBARARA,RWAMPARA,BUGAMBA,NYARUHANDAGAZI,79,60,40,0,0,0,100,0,77.7778,22.2222,0,17.6471,82.3529,0,81.8182,18.1818,55.5556,11.1111,28,5.55556,0,55.5556,16.6667,22.2222,5.55556,0,0,100,100,0,0,0,0,0,0,0,4.13636,5016,5.69106,9.52381,19.0476,0,71.4286,100,0,0,11.3043,26.0163,81.8182,18.1818,100,60,40,0,50,50,50,50,0,100,0.3,0,14.2857,14.2857,28.5714,57.1429,5.877272728,9.52381,90.4762,66.6667,4.7619,28.5714,0.926581818,0.4,80.9524,14.2857,21,91.6667,33.3333,0,5245,5016,33.3333,41.6667,25
6,61,61,4832,MBARARA,KASHARI,RUBAYA,BUNENERO,81,60,40,16.6667,16.6667,0,66.6667,0,50,50,10,83.3333,16.6667,10,40,40,80,20,0,0,0,80,20,0,0,0,100,0,40,0,0,0,40,0,0,20,3.5,4822,7.31707,10,30,0,50,100,0,0,10.2564,29.2683,60,40,100,50,50,0.15,0,0,0,100,0,100,0.6,0,0,0,25,75,4.1,0,100,20,20,60,2.06,18.36,100,0,10,100,83.3333,0,3132,4822,33.3333,33.3333,33.3333
4,62,62,4873,MBARARA,RWAMPARA,MWIZI,BUSHWERE,82,56.6667,43.3333,5.55556,0,0,88.8889,9.09091,72.7273,18.1818,1,85.7143,14.2857,1,91.6667,8.33333,47.0588,11.7647,24,11.7647,5.88235,47.0588,11.7647,23.5294,11.7647,5.88235,62.5,37.5,33.3333,0,0,0,66.6667,0,0,0,4.13636,5016,5.69106,9.52381,19.0476,0,71.4286,100,0,0,11.3043,26.0163,81.8182,18.1818,100,60,40,0,50,50,50,50,0,100,0.8,0,14.2857,14.2857,28.5714,57.1429,5.877272728,9.52381,90.4762,66.6667,4.7619,28.5714,0.926581818,0.4,80.9524,14.2857,21,91.6667,33.3333,0,5245,5016,33.3333,41.6667,25
5,63,63,5150,MBARARA,RWAMPARA,BUGAMBA,KIBINGO,84,60,40,16.6667,0,0,83.3333,0,50,50,6,20,80,6,100,0,33.3333,16.6667,33,16.6667,0,50,16.6667,16.6667,16.6667,0,33.3333,66.6667,0,0,0,0,0,0,0,0,3.25,4490,0.970874,5,50,0,45,90,0,5,10.0917,37.8641,95,5,100,50,50,0.15,33.3333,66.6667,66.6667,66.6667,0,100,0.65,0,0,0,0,0,5.6,5,95,40,15,30,3.11025,0.1,75,0,20,100,100,0,6411,4490,69.2308,15.3846,15.3846
4,56,56,3609,MBARARA,MBARARA MUNICIPALITY,BIHARWE DIVISION,KISHASHA,74,71.4286,28.5714,10,0,40,50,0,50,50,4,100,0,2,100,0,20,0,20,60,0,20,10,10,60,0,33.3333,66.6667,66.6667,33.3333,0,0,0,0,0,0,3.7,649,1.75439,0,70,0,10,70,30,0,12.963,28.0702,88.8889,11.1111,100,0,0,0,0,0,0,0,0,100,0.8,0,25,25,50,50,5.7,90,10,0,0,90,0.1588,0.6,80,20,10,100,66.6667,0,1107,649,33.3333,16.6667,50
5,57,57,4457,MBARARA,KASHARI,RWANYAMAHEMBE,KATYAZO,76,88,12,27.2727,0,4.54545,68.1818,0,66.6667,33.3333,0,68.1818,31.8182,0,100,0,50,9.09091,14,9.09091,18.1818,27.2727,18.1818,27.2727,13.6364,13.6364,100,0,50,25,25,0,0,0,0,0,3.5,4822,7.31707,10,30,0,50,100,0,0,10.2564,29.2683,60,40,100,50,50,0.15,0,0,0,100,0,100,1.8,0,0,0,25,75,4.1,0,100,20,20,60,2.06,18.36,100,0,10,100,83.3333,0,3132,4822,33.3333,33.3333,33.3333
3,58,58,4516,MBARARA,RWAMPARA,MWIZI,RYAMIYONGA,77,60,40,0,0,0,100,0,0,100,0,100,0,0,50,50,50,16.6667,17,0,16.6667,33.3333,16.6667,33.3333,0,16.6667,0,100,50,0,0,0,50,0,0,0,3.6,4434,1.92308,5,20,0,75,100,0,0,14.8936,27.8846,89.4737,10.5263,100,0,100,0.225,50,50,50,75,0,100,0.8,0,0,0,0,0,5.2,0,100,55,20,25,0.5284625,0.615,100,0,20,100,83.3333,5,6569,4434,66.6667,11.1111,22.2222
6,59,59,4666,MBARARA,KASHARI,KASHARE,MIRONGO,78,60,40,0,0,33.3333,66.6667,25,0,75,0,60,40,0,75,0,20,0,20,60,0,40,0,20,40,0,50,50,0,25,0,0,50,0,25,0,4.05,4157,6.38298,5,30,0,65,90,0,5,9.41177,30.8511,75,25,100,71.4286,28.5714,0.166667,50,50,75,75,40,60,1.375,0,0,40,60,60,4.7,0,100,26.3158,15.7895,42.1053,6.32325,0,80,10,20,100,75,0,591,4157,66.6667,16.6667,16.6667
5,52,52,4938,MBARARA,RWAMPARA,RUGANDO,MIRAMA,67,60,40,50,0,0,33.3333,0,100,0,96,40,60,96,75,0,33.3333,66.6667,0,0,0,33.3333,66.6667,0,0,0,66.6667,33.3333,0,0,0,0,100,0,0,0,4.3,4945,6.77966,40,10,0,50,100,0,0,4.54545,27.1186,70,30,0,25,75,3.5,50,50,50,75,0,100,0.75,0,0,0,0,0,6.8,0,100,50,0,40,6.0121713,0,80,0,10,100,83.3333,10,1470,4945,50,16.6667,33.3333
5,53,53,3936,MBARARA,KASHARI,BUBAARE,RWENSHANKU,70,60,40,33.3333,0,0,66.6667,0,100,0,9,50,50,4,75,25,83.3333,0,17,0,0,66.6667,0,33.3333,0,0,0,0,25,25,50,0,0,0,0,0,3,3778,0,11.1111,55.5556,0,11.1111,66.6667,33.3333,0,2.43902,32.5581,80,20,100,0,100,0.3,0,100,100,100,0,100,0.666667,0,0,0,0,0,4.3,0,100,0,0,88.8889,49.3785,0.6,55.5556,44.4444,10,100,33.3333,0,259,3778,33.3333,16.6667,50
4,54,54,3756,MBARARA,RWAMPARA,NDAIJA,NDEIJA,72,60,40,16.6667,0,0,83.3333,0,66.6667,33.3333,2,100,0,2,66.6667,0,100,0,0,0,0,16.6667,0,83.3333,0,0,100,0,0,0,0,0,0,0,50,0,3.27273,4184,3.63636,9.09091,9.09091,0,63.6364,100,0,0,10.2041,34.5455,81.8182,18.1818,100,50,50,0.1125,0,0,0,0,0,100,0,0,0,0,0,0,5,0,100,45.4545,27.2727,27.2727,0.592545455,0,100,0,11,100,85.7143,0,614,4184,71.4286,14.2857,14.2857
5,55,55,3800,MBARARA,RWAMPARA,NDAIJA,RWENSINGA,73,58.3333,41.6667,0,0,0,85.7143,0,75,25,0,71.4286,28.5714,0,80,20,28.5714,0,43,0,28.5714,0,0,71.4286,0,28.5714,100,0,0,0,0,0,0,0,0,0,3.25,4490,0.970874,5,50,0,45,90,0,5,10.0917,37.8641,95,5,100,50,50,0.15,33.3333,66.6667,66.6667,66.6667,0,100,0.65,0,0,0,0,0,5.6,5,95,40,15,30,3.11025,0.1,75,0,20,100,100,0,6411,4490,69.2308,15.3846,15.3846
5,48,48,4326,MBARARA,KASHARI,RWANYAMAHEMBE,RUTOOMA,61,60,40,0,20,0,80,50,50,0,0,80,20,0,50,50,50,0,0,16.6667,33.3333,50,0,16.6667,16.6667,16.6667,100,0,100,0,0,0,0,0,0,0,2.95,4116,4.08163,30,40,0,25,60,10,20,11.5789,28.5714,90,10,100,66.6667,33.3333,0,0,0,0,100,25,75,1.375,25,25,50,25,25,4.9,0,100,5,20,65,18.0809,0,75,25,20,100,91.6667,0,561,4116,45.4545,18.1818,36.3636
1,49,49,4583,MBARARA,MBARARA MUNICIPALITY,BIHARWE DIVISION,RWENJERU,64,58.3333,41.6667,0,0,14.2857,85.7143,0,50,50,0,100,0,0,80,20,28.5714,0,29,14.2857,28.5714,28.5714,0,28.5714,14.2857,28.5714,50,50,50,0,0,0,50,0,0,0,3.5,4583,1.6129,8.33333,25,0,66.6667,75,25,0,13.7931,29.0323,83.3333,16.6667,100,0,100,0.25,0,0,100,50,66.6667,33.3333,0.633333,0,33.3333,33.3333,33.3333,66.6667,5.166666667,100,0,25,50,16.6667,11.96075,0,66.6667,16.6667,12,100,85.7143,0,4767,4583,57.1429,0,42.8571
5,50,50,646,MBARARA,RWAMPARA,BUGAMBA,KAMOMO,65,60,40,9.09091,0,0,90.9091,0,83.3333,16.6667,2,18.1818,81.8182,2,75,12.5,75,0,0,8.33333,16.6667,75,0,0,8.33333,16.6667,50,50,100,0,0,0,0,0,0,0,2.6,5365,5.26316,0,0,0,100,90,0,0,10.9091,26.3158,66.6667,33.3333,100,0,100,0.25,0,0,33.3333,33.3333,0,0,0.8,0,0,0,0,0,5.7,0,100,80,0,20,0.858,10,100,0,10,83.3333,66.6667,0,1825,5365,100,0,0
5,51,51,4658,MBARARA,KASHARI,RUBAYA,ITARA,66,60,40,0,0,0,100,0,50,50,0,85.7143,14.2857,0,100,0,14.2857,28.5714,29,14.2857,14.2857,0,28.5714,42.8571,14.2857,14.2857,66.6667,33.3333,75,0,0,0,25,0,0,0,3.5,4822,7.31707,10,30,0,50,100,0,0,10.2564,29.2683,60,40,100,50,50,0.15,0,0,0,100,0,100,0.6,0,0,0,25,75,4.1,0,100,20,20,60,2.06,18.36,100,0,10,100,83.3333,0,3132,4822,33.3333,33.3333,33.3333
5,12,12,4970,MBARARA,KASHARI,BUKIRO,NYARUBUNGO,17,60,40,16.6667,0,0,83.3333,0,66.6667,33.3333,1,100,0,2,75,25,50,0,33,16.6667,0,50,0,50,0,0,100,0,0,0,0,50,0,0,50,0,3.35455,3898,6.25,9.52381,9.52381,4.7619,57.1429,95.2381,0,0,2.85714,23.2143,66.6667,33.3333,100,25,75,0.1375,33.3333,66.6667,66.6667,100,33.3333,66.6667,0.7,0,0,0,0,50,5.318181818,23.8095,76.1905,35,25,35,2.241181818,0.8,95.2381,0,21,71.4286,92.8571,0,5955,3898,57.1429,28.5714,14.2857
5,13,13,4982,MBARARA,RWAMPARA,NDAIJA,KAKIGAANI,18,60,40,0,0,0,100,25,75,0,0,0,100,0,100,0,40,40,0,0,20,20,20,40,0,20,66.6667,33.3333,0,0,0,0,0,0,0,0,3.25,4490,0.970874,5,50,0,45,90,0,5,10.0917,37.8641,95,5,100,50,50,0.15,33.3333,66.6667,66.6667,66.6667,0,100,0.65,0,0,0,0,0,5.6,5,95,40,15,30,3.11025,0.1,75,0,20,100,100,0,6411,4490,69.2308,15.3846,15.3846
6,14,14,5349,MBARARA,RWAMPARA,RUGANDO,NYARUBUNGO,19,60,40,8.33333,0,0,91.6667,0,100,0,0,41.6667,58.3333,2,75,25,25,33.3333,33,0,8.33333,8.33333,50,33.3333,0,8.33333,40,60,66.6667,0,0,0,33.3333,0,0,0,4.3,4945,6.77966,40,10,0,50,100,0,0,4.54545,27.1186,70,30,0,25,75,3.5,50,50,50,75,0,100,0.65,0,0,0,0,0,6.8,0,100,50,0,40,6.0121713,0,80,0,10,100,83.3333,10,1470,4945,50,16.6667,33.3333
7,15,15,3660,MBARARA,RWAMPARA,RUGANDO,NYABIKUNGU,20,60,40,16.6667,0,8.33333,75,0,100,0,2,58.3333,41.6667,2,87.5,0,50,0,33,16.6667,0,16.6667,8.33333,58.3333,16.6667,0,60,40,0,25,25,25,0,25,0,0,4.3,4945,6.77966,40,10,0,50,100,0,0,4.54545,27.1186,70,30,0,25,75,3.5,50,50,50,75,0,100,0.65,0,0,0,0,0,6.8,0,100,50,0,40,6.0121713,0,80,0,10,100,83.3333,10,1470,4945,50,16.6667,33.3333
5,8,8,3898,MBARARA,KASHARI,RWANYAMAHEMBE,MABIRA,12,66.6667,33.3333,28.5714,0,14.2857,57.1429,0,80,20,11,69.2308,30.7692,24.5,85.7143,14.2857,35.7143,7.14286,29,7.14286,14.2857,14.2857,7.14286,50,7.14286,14.2857,100,0,50,0,25,0,0,0,25,0,3.35455,3898,6.25,9.52381,9.52381,4.7619,57.1429,95.2381,0,0,2.85714,23.2143,66.6667,33.3333,100,25,75,0.1375,33.3333,66.6667,66.6667,100,33.3333,66.6667,1.8,0,0,0,0,50,5.318181818,23.8095,76.1905,35,25,35,2.241181818,0.8,95.2381,0,21,71.4286,92.8571,0,5955,3898,57.1429,28.5714,14.2857
7,9,9,4490,MBARARA,RWAMPARA,RUGANDO,KITUNGURU,13,65,35,15.3846,0,0,84.6154,0,71.4286,28.5714,10,30.7692,69.2308,10,100,0,30.7692,7.69231,46,15.3846,0,7.69231,7.69231,69.2308,15.3846,0,66.6667,33.3333,0,100,0,0,0,0,0,0,4.3,4945,6.77966,40,10,0,50,100,0,0,4.54545,27.1186,70,30,0,25,75,3.5,50,50,50,75,0,100,0.65,0,0,0,0,0,6.8,0,100,50,0,40,6.0121713,0,80,0,10,100,83.3333,10,1470,4945,50,16.6667,33.3333
5,10,10,4434,MBARARA,RWAMPARA,MWIZI,KIGAAGA,15,60,40,0,0,0,100,0,75,25,0,100,0,0,50,20,58.3333,0,25,16.6667,0,50,0,25,16.6667,8.33333,75,25,0,16.6667,0,0,33.3333,16.6667,0,33.3333,4.13636,5016,5.69106,9.52381,19.0476,0,71.4286,100,0,0,11.3043,26.0163,81.8182,18.1818,100,60,40,0,50,50,50,50,0,100,0.8,0,14.2857,14.2857,28.5714,57.1429,5.877272728,9.52381,90.4762,66.6667,4.7619,28.5714,0.926581818,0.4,80.9524,14.2857,21,91.6667,33.3333,0,5245,5016,33.3333,41.6667,25
7,11,11,650,MBARARA,MBARARA MUNICIPALITY,KAMUKUZI DIVISION,KAMUKUZI,16,16.129,83.871,0,0,20,80,10.5263,10.5263,78.9474,0,60,40,0,72,24,40,0,0,40,20,40,0,0,40,20,88.8889,11.1111,50,0,0,0,50,0,0,0,3.19444,4074,3.5461,16,64,0,12,76,16,4,6.01504,26.9504,74.0741,25.9259,33.3333,75,25,0.2625,100,50,100,100,66.6667,33.3333,1.64,66.6667,66.6667,83.3333,66.6667,66.6667,4.854166667,96.1538,3.84615,20.8333,0,58.3333,5.341381945,1.8,96,4,26,100,66.6667,0,533,4074,28.5714,7.14286,64.2857
5,4,4,4822,MBARARA,KASHARI,RUBAYA,RUHUNGA,7,60,40,16.6667,0,0,83.3333,0,25,75,2,50,50,2,75,25,33.3333,0,33,0,33.3333,33.3333,0,33.3333,0,33.3333,100,0,50,0,50,0,0,0,0,0,3.5,4822,7.31707,10,30,0,50,100,0,0,10.2564,29.2683,60,40,100,50,50,0.15,0,0,0,100,0,100,1.8,0,0,0,25,75,4.1,0,100,20,20,60,2.06,18.36,100,0,10,100,83.3333,0,3132,4822,33.3333,33.3333,33.3333
4,5,5,4059,MBARARA,MBARARA MUNICIPALITY,NYAMITANGA DIVISION,RUTI,9,60,40,16.6667,0,0,66.6667,0,50,50,2,0,100,2,80,0,42.8571,0,29,0,14.2857,28.5714,0,42.8571,0,14.2857,25,75,0,0,0,0,0,0,0,0,3.19444,4074,3.5461,16,64,0,12,76,16,4,6.01504,26.9504,74.0741,25.9259,33.3333,75,25,0.2625,100,50,100,100,66.6667,33.3333,1.64,66.6667,66.6667,83.3333,66.6667,66.6667,4.854166667,96.1538,3.84615,20.8333,0,58.3333,5.341381945,1.8,96,4,26,100,66.6667,0,533,4074,28.5714,7.14286,64.2857
